#CNTs benden structure   
700 atoms
1  atom types
-50 50 xlo xhi
-50 50 ylo yhi
-0.267977 56.0072   zlo zhi 
Atoms

 1 1 5.16232 0.464617 8.84324
 2 1 4.85268 1.82124 9.11121
 3 1 4.66989 2.2489 10.4511
 4 1 3.90331 3.41022 10.7191
 5 1 5.09989 0.925494 6.43144
 6 1 4.66989 2.2489 6.69942
 7 1 4.4495 2.65845 8.0393
 8 1 3.58191 3.74638 8.30728
 9 1 3.23167 4.05238 9.64717
 10 1 2.03712 4.76609 9.91514
 11 1 4.9964 1.37892 4.01965
 12 1 4.4495 2.65845 4.28763
 13 1 4.19329 3.0466 5.62751
 14 1 3.23167 4.05238 5.89549
 15 1 2.8554 4.32575 7.23537
 16 1 1.60169 4.92951 7.50335
 17 1 1.15337 5.05324 8.84324
 18 1 -0.232543 5.17797 9.11121
 19 1 -0.695756 5.13628 10.4511
 20 1 -2.03712 4.76609 10.7191
 21 1 5.18319 0 0
 22 1 4.9964 1.37892 0.267977
 23 1 4.85268 1.82124 1.60786
 24 1 4.19329 3.0466 1.87584
 25 1 3.90331 3.41022 3.21572
 26 1 2.8554 4.32575 3.4837
 27 1 2.45615 4.56429 4.82358
 28 1 1.15337 5.05324 5.09156
 29 1 0.695756 5.13628 6.43144
 30 1 -0.695756 5.13628 6.69942
 31 1 -1.15337 5.05324 8.0393
 32 1 -2.45615 4.56429 8.30728
 33 1 -2.8554 4.32575 9.64717
 34 1 -3.90331 3.41022 9.91514
 35 1 3.58191 3.74638 0.80393
 36 1 2.45615 4.56429 1.07191
 37 1 2.03712 4.76609 2.41179
 38 1 0.695756 5.13628 2.67977
 39 1 0.232543 5.17797 4.01965
 40 1 -1.15337 5.05324 4.28763
 41 1 -1.60169 4.92951 5.62751
 42 1 -2.8554 4.32575 5.89549
 43 1 -3.23167 4.05238 7.23537
 44 1 -4.19329 3.0466 7.50335
 45 1 -4.4495 2.65845 8.84324
 46 1 -4.9964 1.37892 9.11121
 47 1 -5.09989 0.925494 10.4511
 48 1 -5.16232 -0.464617 10.7191
 49 1 1.60169 4.92951 0
 50 1 0.232543 5.17797 0.267977
 51 1 -0.232543 5.17797 1.60786
 52 1 -1.60169 4.92951 1.87584
 53 1 -2.03712 4.76609 3.21572
 54 1 -3.23167 4.05238 3.4837
 55 1 -3.58191 3.74638 4.82358
 56 1 -4.4495 2.65845 5.09156
 57 1 -4.66989 2.2489 6.43144
 58 1 -5.09989 0.925494 6.69942
 59 1 -5.16232 0.464617 8.0393
 60 1 -5.09989 -0.925494 8.30728
 61 1 -4.9964 -1.37892 9.64717
 62 1 -4.4495 -2.65845 9.91514
 63 1 -2.45615 4.56429 0.80393
 64 1 -3.58191 3.74638 1.07191
 65 1 -3.90331 3.41022 2.41179
 66 1 -4.66989 2.2489 2.67977
 67 1 -4.85268 1.82124 4.01965
 68 1 -5.16232 0.464617 4.28763
 69 1 -5.18319 2.93653e-015 5.62751
 70 1 -4.9964 -1.37892 5.89549
 71 1 -4.85268 -1.82124 7.23537
 72 1 -4.19329 -3.0466 7.50335
 73 1 -3.90331 -3.41022 8.84324
 74 1 -2.8554 -4.32575 9.11121
 75 1 -2.45615 -4.56429 10.4511
 76 1 -1.15337 -5.05324 10.7191
 77 1 -4.19329 3.0466 0
 78 1 -4.85268 1.82124 0.267977
 79 1 -4.9964 1.37892 1.60786
 80 1 -5.18319 2.93653e-015 1.87584
 81 1 -5.16232 -0.464617 3.21572
 82 1 -4.85268 -1.82124 3.4837
 83 1 -4.66989 -2.2489 4.82358
 84 1 -3.90331 -3.41022 5.09156
 85 1 -3.58191 -3.74638 6.43144
 86 1 -2.45615 -4.56429 6.69942
